Milwaukee,121,4.5,4.5,-185
SanAntonio,110,215.5,212.5,160
Cleveland,94,4.5,4.5,-190
Houston,119,4.5,4.5,-200
Denver,114,228,224.5,170
Philadelphia,94,211.5,214.5,105
Washington,109,1.5,1.5,-125
Detroit,94,218,217,500
Toronto,123,11,10,-700
Chicago,87,217.5,216,160
Brooklyn,104,1.5,4.5,-190
Memphis,98,200,203.5,750
Boston,109,11,11.5,-1200
LALakers,123,2.5,2,-130
Atlanta,104,223.5,221.5,110
GoldenState,125,12,12,-1400
NewYork,111,230,229,800
Phoenix,116,231,235,250
NewOrleans,125,7,7,-310
Orlando,105,220.5,218.5,500
OklahomaCity,112,10.5,10,-700
Indiana,103,2,3,-150
Dallas,109,210,211.5,130
Houston,96,2.5,1.5,-125
Utah,85,211,211.5,105
Minnesota,118,6,5,-210
Sacramento,100,214.5,216,175
Chicago,103,216.5,217,650
Charlotte,118,9,11.5,-1000
Brooklyn,123,221,222,550
Cleveland,129,12,10.5,-800
Philadelphia,101,205,205,-105
Miami,102,pk,1,-115
Washington,107,210.5,212,130
Milwaukee,104,3.5,3,-150
Sacramento,99,210.5,208.5,700
Portland,116,11,12,-1100
LAClippers,122,233.5,229,185
Denver,120,3.5,5.5,-230
Milwaukee,87,208,210,-105
Detroit,110,2,1,-115
Toronto,117,9,9,-500
Orlando,104,220,221.5,375
Indiana,102,4,4,-180
Atlanta,107,211,213.5,150
Charlotte,106,208,211,280
Boston,134,6,7.5,-360
Phoenix,110,213,216,125
Memphis,102,2,2.5,-145
GoldenState,109,8.5,9,-470
Washington,101,226.5,227.5,360
NewOrleans,121,220,218.5,170
SanAntonio,116,5.5,4.5,-200
OklahomaCity,111,5,4.5,-220
Dallas,110,214,209.5,180
Houston,105,7,8.5,-425
LAClippers,92,225.5,229.5,325
LALakers,131,215.5,218.5,180
Miami,113,3.5,5.5,-220
Philadelphia,108,222.5,222,130
Cleveland,97,3,3,-150
Brooklyn,111,214,2.5,-140
Sacramento,116,pk,213,120
Minnesota,99,217,219,190
Portland,108,4,5.5,-240
Detroit,106,3,2.5,-140
Orlando,115,212.5,214,120
Charlotte,99,216,215,142
Philadelphia,110,3.5,3.5,-165
GoldenState,114,13,13,-1200
Atlanta,109,227,228.5,750
Dallas,100,211.5,2.5,-140
Chicago,108,pk,215,120
Denver,108,7.5,9,-440
Memphis,102,215.5,216.5,340
Toronto,102,3,3,-150
Washington,95,216,216.5,130
Indiana,103,210.5,211,145
Milwaukee,96,3,3.5,-170
OklahomaCity,124,8,8,-380
Phoenix,116,223,227.5,290
Minnesota,108,210,208.5,270
Utah,116,5.5,7.5,-340
NewYork,105,228,226.5,350
LAClippers,128,9.5,9,-450
Memphis,100,208.5,211.5,240
Orlando,107,8,7,-300
Denver,126,228.5,228.5,150
Cleveland,117,5,4,-180
Detroit,96,206,203.5,180
Miami,105,4.5,5,-220
Boston,120,217,213,300
Houston,123,7.5,8,-400
LALakers,116,219,218,200
SanAntonio,112,4,6,-250
Utah,98,6.5,7,-330
Sacramento,91,203,201.5,260
OklahomaCity,100,213,215,160
Portland,108,3.5,4.5,-190
Phoenix,112,221.5,225.5,105
Atlanta,113,2.5,1.5,-125
Indiana,98,208,211.5,150
Washington,95,3.5,4,-180
Charlotte,98,220,217.5,325
Toronto,103,9,8.5,-425
NewOrleans,126,2.5,4,-180
Dallas,109,223,223,150
Philadelphia,110,1,1.5,-120
Milwaukee,118,210,208,100
NewYork,99,1.5,2.5,-140
Sacramento,102,215,215,120
Brooklyn,120,224.5,223,275
LAClippers,123,9.5,7.5,-350
Detroit,90,219,220,225
Cleveland,112,7,6,-275
Milwaukee,89,209,210,120
Indiana,92,2.5,2.5,-140
Phoenix,103,216.5,219,400
Miami,125,9.5,9.5,-550
Boston,105,8.5,7,-310
Chicago,89,217,209.5,250
Memphis,98,199.5,201.5,700
SanAntonio,100,11,12.5,-1100
Orlando,80,206.5,207,375
Utah,94,9.5,9,-500
Portland,108,2.5,2,-135
LALakers,103,223.5,226,115
Philadelphia,128,1,2,-130
Charlotte,114,214,215,110
Miami,113,203.5,205,150
Washington,117,5,4,-180
Atlanta,90,218.5,216.5,800
Toronto,106,13.5,12.5,-1400
Houston,122,4,5.5,-230
OklahomaCity,112,222.5,219.5,185
Denver,107,4.5,6.5,-280
Dallas,118,220,216.5,230
NewYork,87,214,216.5,400
Portland,111,10,10,-550
NewOrleans,121,238,235.5,110
LAClippers,116,3,2,-130
Brooklyn,101,231,231,1100
GoldenState,114,15.5,15,-2500
Utah,104,200,1.5,-120
Indiana,84,1,201,100
Memphis,110,206.5,211.5,145
Chicago,119,3,3.5,-170
Houston,110,6,5.5,-250
Milwaukee,99,216.5,214.5,200
Toronto,121,5,5.5,-240
Detroit,119,213,214,190
NewOrleans,114,5,5.5,-250
Sacramento,101,224,224,200
Cleveland,113,228.5,229,135
Denver,108,2,3.5,-155
Orlando,107,227,227,235
LALakers,108,6,6.5,-290
Brooklyn,125,218,217,260
Charlotte,111,7.5,7.5,-330
Philadelphia,99,1.5,211,-110
Miami,108,208.5,pk,-110
Boston,117,2,2.5,-140
Minnesota,109,214.5,218,120
Phoenix,87,228.5,228.5,500
OklahomaCity,115,11,10.5,-700
SanAntonio,107,222,223,550
GoldenState,110,12,11,-800
Atlanta,87,207.5,211,360
Indiana,112,8.5,9,-470
Chicago,83,214,214.5,290
Detroit,99,8,8,-380
Houston,105,1,2.5,-145
Toronto,108,221,220,125
NewYork,112,212,214.5,425
Milwaukee,120,9.5,9.5,-600
Utah,95,9,10,-600
Memphis,78,198,197.5,425
Washington,116,2.5,3,-155
NewOrleans,97,219.5,222,135
LALakers,116,231,231,240
Denver,125,6.5,7,-300
GoldenState,108,4,218,110
Portland,125,227.5,1.5,-130
Orlando,88,211,205.5,115
Sacramento,94,4.5,2.5,-135
Cleveland,102,231,1.5,-125
LAClippers,116,pk,229.5,105
Phoenix,115,223,219.5,800
Charlotte,122,13,13,-1400
Washington,102,207,207,150
Miami,129,4,4,-180
SanAntonio,94,210.5,210,150
OklahomaCity,104,4.5,3.5,-180
Memphis,80,205.5,208,400
Dallas,114,8,9.5,-550
Orlando,105,220.5,217,650
LAClippers,113,12,11.5,-1000
Toronto,132,9.5,10,-650
NewYork,106,218,216,450
Chicago,129,214,213,110
Atlanta,122,3,2,-130
GoldenState,103,5.5,3.5,-165
Minnesota,109,226,224,142
Utah,116,3.5,1,-120
NewOrleans,99,212,212.5,100
Sacramento,104,217,213,650
Denver,130,11.5,11.5,-1000
Houston,105,12,10.5,-700
Dallas,82,215,211.5,500
Indiana,99,209,209,170
Boston,97,6.5,4.5,-200
Philadelphia,120,6,5.5,-250
Brooklyn,97,217,219,200
Cleveland,113,3,2,-135
LALakers,127,228.5,229.5,115
Milwaukee,121,6.5,7.5,-360
Memphis,103,205.5,206,280
Sacramento,101,210,213,900
OklahomaCity,106,12,13.5,-1600
SanAntonio,93,208,211.5,650
Houston,109,13,11.5,-1000
Miami,99,211,208.5,190
Portland,115,7,6,-240
Minnesota,116,216,218.5,135
Washington,111,4,3,-155
Indiana,101,210.5,211.5,230
Philadelphia,98,5,6.5,-280
Toronto,116,10,9,-500
Brooklyn,102,219,219,375
Dallas,110,2.5,216,-105
NewYork,97,212.5,1,-115
OklahomaCity,119,5.5,6,-260
Atlanta,107,214,216,210
LAClippers,112,5,7.5,-400
Chicago,106,224.5,224,300
Charlotte,115,230,229.5,170
NewOrleans,119,4,5,-200
Orlando,72,206,201,450
SanAntonio,108,10.5,10.5,-650
Detroit,79,198,195.5,350
Utah,110,7.5,9,-450
Cleveland,129,7,8,-370
Phoenix,107,230,230.5,285
Denver,103,2,2,-130
LALakers,112,232.5,232,110
Milwaukee,117,8.5,10,-650
Orlando,126,207.5,208,450
Washington,125,2,4,-190
Boston,124,204,201.5,160
Miami,119,6,7,-300
Sacramento,123,205.5,206,240
LALakers,106,223,223.5,200
GoldenState,117,7.5,6,-250
Toronto,106,4,4,-175
Indiana,99,214.5,212.5,151
Charlotte,129,4.5,6,-235
Atlanta,117,220,219,195
Philadelphia,118,9,10,-640
NewYork,110,217,218,471
LAClippers,96,224.5,225,664
Houston,101,11.5,11,-1000
Chicago,111,211.5,209.5,120
Memphis,110,pk,2.5,-140
NewOrleans,93,219.5,219.5,160
SanAntonio,98,4,4.5,-185
Phoenix,88,212,215.5,980
Utah,116,12.5,13.5,-1800
Detroit,113,216,216,317
Denver,120,7.5,8.5,-400
Cleveland,105,222,220,180
Portland,113,4,5.5,-215
Boston,92,6.5,7,-275
Orlando,83,205,201,226
Brooklyn,116,217.5,217.5,317
Philadelphia,120,9,8.5,-400
Dallas,115,213,210,471
Toronto,122,12.5,1015,-640
LAClippers,113,222,223.5,218
OklahomaCity,121,4,6,-265
Sacramento,98,214,205.5,317
GoldenState,93,12,8.5,-400
Miami,92,219.5,221,110
LALakers,91,3.5,2,-130
Atlanta,117,214.5,214,600
Milwaukee,122,10,10.5,-900
Indiana,102,209,209.5,160
Washington,109,3.5,4.5,-190
Houston,107,6.5,8.5,-420
NewOrleans,101,227,226.5,320
Dallas,106,213,212,170
Brooklyn,114,1.5,4.5,-200
Charlotte,101,6,6.5,-300
NewYork,124,221,224,240
Denver,94,6,7,-340
Memphis,101,216,214,270
Cleveland,114,6,7.5,-350
Chicago,109,223,222.5,275
Minnesota,101,211.5,211.5,160
SanAntonio,117,4.5,4.5,-190
Sacramento,97,200,197.5,1200
Utah,103,14,15.5,-3000
GoldenState,124,3,5.5,-210
Phoenix,109,217,215,175
Detroit,87,208.5,206.5,365
Portland,100,8,9,-480
OklahomaCity,132,216,220,210
Toronto,125,6.5,6,-260
Boston,89,214.5,213.5,135
NewOrleans,108,3,3,-155
Houston,129,7,7,-330
Minnesota,120,221,222.5,260
Portland,122,220.5,217.5,110
LAClippers,109,1,1.5,-130
Milwaukee,117,222.5,226,130
Cleveland,124,3.5,3,-150
LALakers,100,219.5,220,180
Indiana,110,5,5,-220
Charlotte,94,223,220.5,325
Philadelphia,108,7,8.5,-425
Denver,141,215.5,213.5,105
Miami,149,1.5,1.5,-125
Chicago,92,216.5,217,180
NewYork,110,5.5-105,5,-220
Memphis,115,212,210,300
Brooklyn,118,5,8,-400
GoldenState,75,206,201,290
SanAntonio,89,6.5,8,-380
Detroit,106,2.5,4,-170
Sacramento,90,203,205,145
Toronto,93,10,9,-500
Orlando,86,214,211,375
Dallas,105,218.5,218.5,250
NewOrleans,115,9,6.5,-310
LAClippers,109,227.5,228.5,145
Minnesota,123,2.5,3.5,-170
OklahomaCity,99,2.5,5,-230
Boston,100,208,208.5,185
Atlanta,99,208,208,900
Utah,94,13.5,14,-1600
Detroit,115,6,8,-370
Phoenix,88,215,218,285
Houston,115,4,4,-190
Portland,111,216,218.5,160
Toronto,129,227.5,1.5,-120
Cleveland,132,pk,225.5,100
Memphis,105,211,208,800
Philadelphia,119,13,12.5,-1400
NewYork,98,214,217,425
Miami,119,10,9.5,-600
Charlotte,111,1,1,-120
Brooklyn,105,223,222,100
LAClippers,127,224.5,222.5,185
Milwaukee,120,4-115,5.5,-230
Denver,135,222,9,-500
Chicago,102,10,215.5,375
Washington,90,203.5,202,185
SanAntonio,98,5.5,5.5,-230
Indiana,92,221,219.5,100
NewOrleans,96,2,1,-120
Philadelphia,118,7,8,-400
Orlando,98,212.5,212.5,300
Memphis,79,214.5,214.5,350
Charlotte,140,9,8,-450
LALakers,125,228.5,231,120
NewOrleans,128,4,2.5,-140
Detroit,96,214.5,212.5,650
Houston,100,12.5,11,-1000
Utah,119,9,8.5,-450
Dallas,112,199.5,199.5,350
Atlanta,90,211.5,212.5,140
Sacramento,105,2.5,3.5,-160
LAClippers,104,217.5,218,145
Indiana,109,2.5,3.5,-170
Denver,108,220.5,218,105
Washington,100,1.5,1.5,-125
Minnesota,108,6.5,6,-270
NewYork,104,223.5,226,220
Phoenix,95,230,229,1300
Cleveland,120,12.5,15.5,-3500
Brooklyn,112,221.5,221,650
Toronto,116,13,11,-1000
Miami,99,215.5,217,225
OklahomaCity,105,7,6,-275
Milwaukee,118,3.5,4.5,-190
Chicago,105,215.5,217,160
Utah,120,193.5,194,140
SanAntonio,124,2.5,3.5,-160
Boston,105,203,203,290
Portland,100,6.5,8,-380
Atlanta,94,221,221,600
GoldenState,106,9,11,-900
Minnesota,108,222,224,300
Philadelphia,120,6,8,-400
Chicago,95,210,208.5,800
Detroit,117,11,13,-1400
Phoenix,99,217.5,216,260
Orlando,105,6,7,-330
LALakers,100,4.5,6.5,-290
Memphis,93,217,214.5,235
NewOrleans,91,228,224.5,360
Houston,114,10,8.5,-470
Charlotte,102,2,2.5,-145
Dallas,98,214.5,214.5,125
Cleveland,121,5.5,7,-330
Brooklyn,114,228.5,228,260
SanAntonio,103,2.5,1.5,-125
Milwaukee,106,203.5,207.5,105
Miami,107,208,205,130
Indiana,113,3,3,-150
Boston,104,7,6.5,-275
Sacramento,93,199.5,197.5,225
NewYork,101,217,217.5,500
Washington,97,10,10.5,-700
LAClippers,117,225.5,224.5,325
Toronto,106,9,8.5,-425
Portland,108,214.5,218,150
OklahomaCity,105,2,4,-180
Atlanta,99,219.5,215.5,1100
Houston,118,15,13.5,-2500
Utah,110,4,9,-550
GoldenState,91,203.5,198,400
LALakers,106,214.5,213,172
Detroit,112,4.5,4.5,-205
NewYork,128,223,221.5,614
Charlotte,137,10.5,11,-900
Denver,104,222,227,192
Philadelphia,123,4,4.5,-230
Memphis,101,215.5,215,837
Minnesota,93,14,13,-1400
Boston,102,9.5,10,-650
Phoenix,94,210,208.5,477
SanAntonio,106,1,2,-135
Washington,116,200.5,202,115
Denver,110,226.5,224,300
Toronto,114,9,8,-400
Portland,107,221.5,1.5,-130
NewOrleans,103,1,221,110
Chicago,86,218,213,900
Houston,118,17.5,13.5,-1600
Cleveland,79,3,2,-135
Miami,98,220,221,115
Dallas,103,201.5,204.5,125
Sacramento,97,pk,2.5,-145
Milwaukee,98,225,226.5,130
LAClippers,105,2.5,3,-150
Indiana,92,3,8,-400
GoldenState,81,203,200.5,300
Brooklyn,111,216.5,2.5,-140
Orlando,104,1,216,120
NewYork,101,220,223.5,1000
Philadelphia,118,13,13.5,-2000
Cleveland,118,1,224.5,100
Charlotte,105,229.5,1.5,-120
Atlanta,114,217.5,219.5,700
Minnesota,126,12.5,11.5,-1100
Portland,103,5,5.5,-275
Memphis,108,202,200.5,225
Boston,97,195.5,194,525
Utah,94,6,10.5,-750
LAClippers,111,9.5,11.5,-1000
Phoenix,99,220,222.5,650
Dallas,93,216.5,216,280
LALakers,103,7.5,8,-360
Washington,92,210,2.5,-140
Detroit,103,1,208,120
Chicago,92,210.5,208.5,900
Miami,103,13,13,-1600
OklahomaCity,99,207,208.5,105
SanAntonio,103,1,1.5,-125
Indiana,106,7,8,-350
Sacramento,103,203.5,204,275
Milwaukee,116,215.5,212.5,150
GoldenState,107,3.5,4,-180
Chicago,90,212,209,220
Orlando,82,5,6,-270
Philadelphia,101,7.5,7.5,-410
Atlanta,91,215.5,223,310
NewOrleans,102,229.5,230.5,185
Cleveland,107,4,5,-230
Denver,126,222,225,150
OklahomaCity,125,4,3.5,-180
Phoenix,103,218,216,1800
Houston,104,18.5,17.5,-8000
Minnesota,93,4.5,5,-255
Dallas,92,216.5,217,205
Memphis,97,196,197,1200
Utah,107,15,15,-3000
Milwaukee,124,218.5,1,-120
LALakers,122,pk,222,100
LAClippers,96,219.5,219.5,190
Portland,105,5.5,5,-240
Charlotte,93,219.5,219,200
Washington,107,5,6,-250
Detroit,115,3.5,4.5,-190
NewYork,109,211,210.5,160
Toronto,99,4,4.5,-200
Boston,110,208,206,170
Brooklyn,110,213,213.5,320
Miami,109,8,8,-420
GoldenState,112,8.5,9,-430
Sacramento,96,211.5,209.5,330
Philadelphia,119,1,2.5,-145
Charlotte,102,217.5,221.5,125
Washington,94,8,7,-330
Chicago,113,210.5,205.5,260
Houston,83,2.5,205,-105
SanAntonio,100,209,1,-115
Indiana,111,215.5,212.5,140
LAClippers,104,2.5,3,-160
Dallas,87,217.5,213,550
Cleveland,98,11,10.5,-800
OklahomaCity,109,226,1,-120
NewOrleans,104,pk,226,100
Orlando,88,209,209,110
Atlanta,94,1.5,2,-130
Detroit,108,1,1,-120
Brooklyn,96,210,212,100
Utah,121,1,3,-150
Minnesota,97,208.5,208.5,130
Milwaukee,125,223.5,223.5,180
Denver,128,4,5.5,-220
Phoenix,107,216,215,1200
GoldenState,117,15.5,15,-3000
Memphis,98,206.5,205,1200
Portland,113,14.5,15,-3000
Sacramento,84,210.5,211.5,260
LALakers,83,7,7.5,-330
Brooklyn,95,221,224.5,350
Philadelphia,121,8.5,8.5,-450
Toronto,106,223.5,223.5,110
Cleveland,112,1,1.5,-130
Atlanta,98,207,206.5,900
Miami,101,11,13,-1600
Orlando,97,212,206.5,100
NewYork,73,1,1,-120
Washington,104,212.5,216.5,325
Houston,120,8.5,8.5,-425
Boston,102,206.5,203.5,165
Milwaukee,106,2,4.5,-195
GoldenState,111,221,222.5,150
OklahomaCity,107,2,4,-180
Charlotte,114,5.5,5.5,-240
Chicago,120,215,215,190
Portland,109,9,7,-330
Dallas,115,207,208,260
Indiana,104,216.5,212,170
Denver,107,3,4.5,-200
LALakers,110,209,209,600
Utah,117,10.5,11,-900
Sacramento,94,1,2.5,-145
Phoenix,97,210,207.5,125
SanAntonio,110,210,2,-135
LAClippers,113,pk,208,115
Boston,78,206,204,270
Toronto,96,7.5,7,-340
Philadelphia,115,210,2,-135
Detroit,108,1.5,216.5,115
Dallas,100,1.5,197.5,105
Orlando,105,202.5,1.5,-125
Miami,115,8,7,-340
Atlanta,86,205,207,270
Memphis,95,216.5,217,900
NewOrleans,123,12,13.5,-1600
SanAntonio,112,6,6.5,-280
LALakers,122,207,205,230
GoldenState,106,1.5,3,-150
Indiana,126,213.5,211.5,130
Portland,94,213.5,212.5,600
Houston,96,10,11,-900
Washington,115,219,220.5,210
Cleveland,119,4,6,-260
Brooklyn,119,220.5,221,400
Milwaukee,111,7.5,9.5,-550
LAClippers,95,211,212,270
Utah,117,6.5,7.5,-340
Minnesota,96,227.5,224.5,160
Denver,100,5.5,4.5,-190
Charlotte,137,5.5,7.5,-330
Orlando,100,210.5,208,260
Dallas,106,202,201.5,260
Detroit,113,8,7,-330
Atlanta,103,208,210,575
Washington,97,10.5,10.5,-850
Cleveland,130,222,225.5,145
Philadelphia,132,3,3.5,-170
Chicago,104,200,203,260
Boston,111,11,7,-330
Indiana,73,208.5,210,275
Toronto,92,8,7.5,-350
Miami,98,9,7.5,-400
NewYork,122,209.5,208,300
Sacramento,94,4,4,-170
Memphis,93,198,204.5,145
NewOrleans,122,10.5,12,-1200
Phoenix,103,220,217.5,750
Minnesota,113,3,5.5,-230
LALakers,96,219,220.5,185
Denver,134,pk,4.5,-180
LAClippers,115,221.5,224,155
Milwaukee,115,9.5,6,-255
NewYork,102,219,215,211
Brooklyn,124,5.5,5,-215
Chicago,96,215.5,220.5,180
NewOrleans,126,224,226,207
GoldenState,120,7,5.5,-250
OklahomaCity,108,219.5,220.5,155
Houston,102,7,4,-180
Portland,105,202.5,203,184
SanAntonio,116,3.5,5,-220
Dallas,97,213,215,800
Philadelphia,109,12,13,-1400
Indiana,123,1,214.5,100
Charlotte,117,212.5,1,-120
Atlanta,112,201,201.5,400
Boston,106,10.5,9.5,-550
Detroit,117,5.5,6,-260
Memphis,130,202,203,210
Orlando,101,210.5,210.5,500
Toronto,112,1,10,-700
Utah,112,5,9.5,-550
LALakers,97,210,208,400
GoldenState,117,13.5,13,-1050
Phoenix,100,217,216.5,675
Toronto,108,3.5,6,-270
Detroit,98,207,209,220
Cleveland,123,11.5,12,-1400
NewYork,109,223.5,222,800
Chicago,105,220.5,218.5,230
Brooklyn,114,8.5,6.5,-280
OklahomaCity,115,212.5,4.5,-200
Miami,93,pk,213,170
Memphis,94,212,213.5,1400
Minnesota,113,15,16.5,-4000
Orlando,86,210,211.5,450
Milwaukee,102,10,10,-650
Sacramento,85,198,200,1000
SanAntonio,98,13,14,-2000
Portland,82,218,220,160
Denver,88,2,4.5,-190
NewOrleans,113,4,9,-500
LAClippers,100,227.5,222,375
Charlotte,119,216.5,216,115
Indiana,93,6,2,-135
Philadelphia,121,9.5,10,-650
Atlanta,113,218,220.5,450
Boston,101,205.5,204.5,275
Washington,113,4.5,7.5,-350
Phoenix,124,207.5,206.5,120
Dallas,97,6.5,2.5,-140
GoldenState,79,211.5,211,300
Utah,119,5,8.5,-400
Houston,105,8.5,8.5,-400
LALakers,99,219,218,300
Toronto,109,199.5,202,120
Miami,116,7,2.5,-140
NewYork,110,218,213,300
Cleveland,98,15,8,-400
Milwaukee,95,215,220.5,200
Philadelphia,130,5.5,5.5,-250
Denver,106,217.5,216.5,135
Minnesota,112,1.5,3.5,-155
Memphis,123,208.5,211.5,1500
OklahomaCity,137,17.5,16.5,-5000
SanAntonio,98,211.5,211.5,140
NewOrleans,122,2-115,3.5,-160
Washington,92,2.5,6,-270
Orlando,101,201,204.5,220
Brooklyn,97,207,4.5,-195
Boston,110,5.5,205.5,165
Detroit,119,3,5,-200
Chicago,87,212.5,212.5,170
Utah,93,201.5,201.5,115
Portland,102,4,2,-135
Houston,83,6.5,201,115
Sacramento,96,204,2,-135
LALakers,115,217,214.5,125
LAClippers,100,3.5,2.5,-145
SanAntonio,92,210,205.5,300
GoldenState,113,8,8,-400
Washington,106,211,214,275
Toronto,114,7.5,7.5,-350
Miami,103,210,214,200
Philadelphia,130,6.5,6,-250
NewOrleans,97,216,217,190
Portland,95,6,5,-240
Milwaukee,107,203,199,143
Boston,113,3.5,3.5,-163
Indiana,98,216.5,212.5,296
Cleveland,80,6.5,7,-370
Utah,108,205,205,151
OklahomaCity,116,3.5,4,-175
Minnesota,101,217,215,797
Houston,104,10.5,11.5,-1300
Miami,113,215.5,217,250
Philadelphia,103,7,6.5,-310
SanAntonio,101,207,206,450
GoldenState,116,9.5,9,-650
Washington,119,215,213.5,250
Toronto,130,8,7,-310
Milwaukee,106,199,199.5,-110
Boston,120,3,pk,-110
NewOrleans,111,212.5,215.5,230
Portland,102,6,6,-280
Indiana,97,208.5,212.5,350
Cleveland,100,7,8,-450
Utah,102,208,208.5,145
OklahomaCity,95,5,3.5,-170
Minnesota,82,214,215.5,575
Houston,102,10,10.5,-850
Philadelphia,128,216.5,2.5,-140
Miami,108,1.5,213.5,120
Portland,102,216,215.5,150
NewOrleans,119,3,4,-180
GoldenState,110,2.5,3.5,-170
SanAntonio,97,207,205.5,145
Cleveland,90,208.5,209.5,105
Indiana,92,2,1.5,-125
Toronto,103,218,217.5,-105
Washington,122,1,1,-115
Boston,92,202.5,205.5,180
Milwaukee,116,6,4.5,-220
Philadelphia,106,3,4,-180
Miami,102,217,212,155
Portland,123,216,217,222
NewOrleans,131,6,6.5,-270
Houston,105,3.5,5.5,-240
Minnesota,121,213,217,199
OklahomaCity,102,207,209,184
Utah,115,4.5,5,-220
Boston,102,206.5,203.5,200
Milwaukee,104,5,6,-250
GoldenState,90,6,5.5,-300
SanAntonio,103,203.5,206.5,240
Toronto,98,218.5,1.5,-125
Washington,106,pk,217,105
Cleveland,104,205.5,1.5,-135
Indiana,100,1.5,206.5,115
Houston,119,5,6,-260
Minnesota,100,219,217.5,210
OklahomaCity,96,210.5,208,170
Utah,113,6,4.5,-200
Milwaukee,87,204,202.5,165
Boston,92,2.5,4.5,-195
Miami,91,211.5,215.5,500
Philadelphia,104,10,10,-700
SanAntonio,91,204.5,205,650
GoldenState,99,11,11,-1000
Washington,98,214,216,260
Toronto,108,7,7,-330
Indiana,95,205,206,260
Cleveland,98,6.5,6.5,-330
Minnesota,104,219,217.5,800
Houston,122,11,12,-1400
Utah,99,208,207.5,125
OklahomaCity,107,3,2.5,-145
Boston,86,200,201.5,170
Milwaukee,97,5,4.5,-200
Toronto,102,215,2,-140
Washington,92,1,214.5,120
Cleveland,87,204,202,110
Indiana,121,1.5,1.5,-130
OklahomaCity,91,206,207,230
Utah,96,5.5,7,-280
Milwaukee,96,197,195.5,180
Boston,112,4.5,5,-220
NewOrleans,101,224,223.5,255
GoldenState,123,8,7,-320
Indiana,101,205,206,711
Cleveland,105,10,11.5,-1100
Utah,96,200,200.5,211
Houston,110,5.5,5,-255
